,data,horário,camp.,rodada,dia,local,resultado,gp,gc,oponente,posse,público,capitão,formação,árbitro,relatório da partida,notas,tc,cag,dist,pb,pt,temporada,time
43,2021-09-12,16:00,Série A,Rodada da semana 20,dom,Em casa,D,1,3,Flamengo,58,,Gustavo Gómez,4-2-3-1,Wilton Pereira Sampaio,Relatório da Partida,,12,5,,0,0,2021,Palmeiras
44,2021-09-18,17:00,Série A,Rodada da semana 21,sáb,Visitante,V,2,0,Chapecoense,47,,Felipe Melo,4-2-3-1,Paulo Roberto Alves Júnior,Relatório da Partida,,13,7,,0,0,2021,Palmeiras
46,2021-09-25,19:00,Série A,Rodada da semana 22,sáb,Visitante,D,1,2,Corinthians,51,,Gustavo Gómez,4-2-3-1,Raphael Claus,Relatório da Partida,,16,5,,0,0,2021,Palmeiras
48,2021-10-03,18:15,Série A,Rodada da semana 23,dom,Em casa,E,1,1,Juventude,73,,Gustavo Gómez,4-1-4-1,Marcelo de Lima Henrique,Relatório da Partida,,15,3,,0,0,2021,Palmeiras
49,2021-10-06,21:30,Série A,Rodada da semana 24,qua,Visitante,D,1,2,América (MG),39,854.0,Felipe Melo,3-4-3,Leandro Pedro Vuaden,Relatório da Partida,,14,5,,0,0,2021,Palmeiras
50,2021-10-09,21:00,Série A,Rodada da semana 25,sáb,Em casa,D,2,4,Bragantino,55,8.884,Jailson,3-5-2,Rafael Traci,Relatório da Partida,,20,6,,1,1,2021,Palmeiras
51,2021-10-12,21:30,Série A,Rodada da semana 26,ter,Visitante,E,0,0,Bahia,49,4.509,Felipe Melo,4-4-2,Ramon Abatti Abel,Relatório da Partida,,9,2,,0,0,2021,Palmeiras
52,2021-10-17,16:00,Série A,Rodada da semana 27,dom,Em casa,V,1,0,Internacional,52,11.111,Felipe Melo,4-4-2,Braulio da Silva Machado,Relatório da Partida,,16,3,,1,1,2021,Palmeiras
53,2021-10-20,19:00,Série A,Rodada da semana 19,qua,Visitante,V,2,1,Ceará,53,6.204,Felipe Melo,4-2-3-1,André Luiz de Freitas Castro,Relatório da Partida,,12,5,,0,0,2021,Palmeiras
54,2021-10-25,21:30,Série A,Rodada da semana 28,seg,Em casa,V,2,1,Sport Recife,65,13.367,Felipe Melo,4-2-3-1,Wagner do Nascimento Magalhaes,Relatório da Partida,,37,16,,0,0,2021,Palmeiras
55,2021-10-31,16:00,Série A,Rodada da semana 29,dom,Visitante,V,3,1,Grêmio,50,13.799,Felipe Melo,4-2-3-1,Savio Pereira,Relatório da Partida,,11,5,,1,1,2021,Palmeiras
56,2021-11-07,16:00,Série A,Rodada da semana 30,dom,Visitante,V,2,0,Santos,51,13.465,Gustavo Gómez,4-2-3-1,Raphael Claus,Relatório da Partida,,15,6,,0,0,2021,Palmeiras
57,2021-11-10,20:30,Série A,Rodada da semana 31,qua,Em casa,V,4,0,Atl Goianiense,50,19.165,Marcos Rocha,4-2-3-1,Anderson Daronco,Relatório da Partida,,14,7,,1,1,2021,Palmeiras
58,2021-11-14,18:15,Série A,Rodada da semana 32,dom,Visitante,D,1,2,Fluminense,48,7.969,Felipe Melo,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,,11,4,,0,0,2021,Palmeiras
59,2021-11-17,20:30,Série A,Rodada da semana 33,qua,Em casa,D,0,2,São Paulo,56,35.572,Willian,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,16,4,,0,0,2021,Palmeiras
60,2021-11-20,19:00,Série A,Rodada da semana 34,sáb,Visitante,D,0,1,Fortaleza,67,18.139,Gustavo Gómez,4-1-4-1,Ramon Abatti Abel,Relatório da Partida,,13,4,,0,0,2021,Palmeiras
61,2021-11-23,21:30,Série A,Rodada da semana 35,ter,Em casa,E,2,2,Atlético Mineiro,43,17.744,Marcos Rocha,5-4-1,Anderson Daronco,Relatório da Partida,,11,7,,0,1,2021,Palmeiras
63,2021-11-30,21:00,Série A,Rodada da semana 36,ter,Visitante,V,3,1,Cuiabá,41,26.612,Gabriel Menino,3-4-3,Paulo Roberto Alves Júnior,Relatório da Partida,,13,5,,0,0,2021,Palmeiras
64,2021-12-06,19:00,Série A,Rodada da semana 37,seg,Visitante,E,0,0,Atl Paranaense,29,18.232,Vinicius Silvestre,3-4-3,Wagner do Nascimento Magalhaes,Relatório da Partida,,4,0,,0,0,2021,Palmeiras
65,2021-12-09,21:30,Série A,Rodada da semana 38,qui,Em casa,V,1,0,Ceará,32,5.304,Vinicius Silvestre,3-4-1-2,Savio Pereira,Relatório da Partida,,12,2,,0,0,2021,Palmeiras
0,2021-01-06,20:30,Série A,Rodada da semana 28,qua,Visitante,D,0,1,Sport Recife,65,,Paulão,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,,18,2,,0,0,2021,Fortaleza
1,2021-01-09,21:00,Série A,Rodada da semana 29,sáb,Em casa,E,0,0,Grêmio,54,,Paulão,4-2-3-1,Jefferson Ferreira de Moraes,Relatório da Partida,,14,5,,0,0,2021,Fortaleza
2,2021-01-17,20:30,Série A,Rodada da semana 30,dom,Visitante,D,2,4,Internacional,55,,Paulão,4-2-3-1,Rodrigo D'Alonso Ferreira,Relatório da Partida,,10,2,,1,1,2021,Fortaleza
3,2021-01-21,19:00,Série A,Rodada da semana 31,qui,Em casa,V,2,0,Santos,47,,Paulão,4-2-3-1,Ricardo Marques Ribeiro,Relatório da Partida,,10,3,,1,1,2021,Fortaleza
4,2021-01-24,18:15,Série A,Rodada da semana 32,dom,Visitante,D,0,2,Atl Goianiense,55,,Paulão,4-2-3-1,Rafael Traci,Relatório da Partida,,11,3,,0,1,2021,Fortaleza
5,2021-01-31,17:00,Série A,Rodada da semana 33,dom,Visitante,D,0,2,Atlético Mineiro,28,,Wellington Paulista,5-4-1,Leandro Pedro Vuaden,Relatório da Partida,,4,1,,0,1,2021,Fortaleza
6,2021-02-04,18:30,Série A,Rodada da semana 34,qui,Em casa,V,3,1,Coritiba,54,,Paulão,4-2-3-1,Anderson Daronco,Relatório da Partida,,17,7,,0,2,2021,Fortaleza
7,2021-02-10,19:15,Série A,Rodada da semana 35,qua,Em casa,V,3,0,Vasco da Gama,44,,Paulão,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,17,7,,0,0,2021,Fortaleza
8,2021-02-14,18:15,Série A,Rodada da semana 36,dom,Visitante,D,0,3,Palmeiras,32,,Paulão,4-2-3-1,Ricardo Marques Ribeiro,Relatório da Partida,,5,1,,0,0,2021,Fortaleza
9,2021-02-20,21:00,Série A,Rodada da semana 37,sáb,Em casa,D,0,4,Bahia,61,,Paulão,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,11,3,,0,0,2021,Fortaleza
10,2021-02-25,21:30,Série A,Rodada da semana 38,qui,Visitante,D,0,2,Fluminense,52,,Paulão,4-2-3-1,Anderson Daronco,Relatório da Partida,,9,2,,0,0,2021,Fortaleza
11,2021-05-30,11:00,Série A,Rodada da semana 1,dom,Visitante,V,2,1,Atlético Mineiro,46,,Wellington Paulista,3-5-2,Caio Max Augusto Vieira,Relatório da Partida,,18,5,,0,0,2021,Fortaleza
12,2021-06-06,16:00,Série A,Rodada da semana 2,dom,Em casa,V,5,1,Internacional,52,,Guilherme Tinga,3-4-1-2,Paulo Roberto Alves Júnior,Relatório da Partida,,14,8,,0,0,2021,Fortaleza
13,2021-06-13,20:30,Série A,Rodada da semana 3,dom,Em casa,V,1,0,Sport Recife,58,,Guilherme Tinga,3-4-1-2,Braulio da Silva Machado,Relatório da Partida,,13,7,,1,1,2021,Fortaleza
14,2021-06-17,19:00,Série A,Rodada da semana 4,qui,Visitante,E,0,0,Atl Goianiense,44,,Wellington Paulista,3-4-1-2,Douglas Schwengber da Silva,Relatório da Partida,,5,1,,0,0,2021,Fortaleza
15,2021-06-20,18:15,Série A,Rodada da semana 5,dom,Em casa,E,1,1,Fluminense,63,,Guilherme Tinga,3-4-1-2,Flavio Rodrigues De Souza,Relatório da Partida,,16,2,,0,0,2021,Fortaleza
16,2021-06-23,19:00,Série A,Rodada da semana 6,qua,Visitante,D,1,2,Flamengo,37,,Wellington Paulista,3-4-1-2,Anderson Daronco,Relatório da Partida,,10,5,,0,0,2021,Fortaleza
17,2021-06-27,20:00,Série A,Rodada da semana 7,dom,Visitante,E,0,0,Grêmio,43,,Guilherme Tinga,3-4-1-2,Marcelo de Lima Henrique,Relatório da Partida,,16,6,,0,1,2021,Fortaleza
18,2021-06-30,16:00,Série A,Rodada da semana 8,qua,Em casa,V,3,2,Chapecoense,63,,Titi,3-4-1-2,Antonio Dib Moraes de Sousa,Relatório da Partida,,22,10,,0,0,2021,Fortaleza
19,2021-07-03,19:00,Série A,Rodada da semana 9,sáb,Visitante,D,1,2,Atl Paranaense,59,,Guilherme Tinga,3-4-3,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,15,4,,0,0,2021,Fortaleza
20,2021-07-07,18:00,Série A,Rodada da semana 10,qua,Em casa,V,4,0,América (MG),55,,Guilherme Tinga,3-4-1-2,Thiago Luis Scarascati,Relatório da Partida,,16,5,,0,0,2021,Fortaleza
21,2021-07-11,20:30,Série A,Rodada da semana 11,dom,Em casa,V,1,0,Corinthians,44,,Guilherme Tinga,3-4-1-2,Caio Max Augusto Vieira,Relatório da Partida,,16,4,,0,0,2021,Fortaleza
22,2021-07-17,17:00,Série A,Rodada da semana 12,sáb,Visitante,V,1,0,São Paulo,42,,Guilherme Tinga,3-4-1-2,Savio Pereira,Relatório da Partida,,9,4,,0,0,2021,Fortaleza
23,2021-07-25,16:00,Série A,Rodada da semana 13,dom,Em casa,V,1,0,Bragantino,35,,Guilherme Tinga,3-4-1-2,Bruno Arleu de Araujo,Relatório da Partida,,14,4,,0,0,2021,Fortaleza
24,2021-08-01,20:30,Série A,Rodada da semana 14,dom,Visitante,D,1,3,Ceará,51,,Guilherme Tinga,3-4-1-2,Denis Ribeiro Serafim,Relatório da Partida,,28,8,,0,0,2021,Fortaleza
25,2021-08-07,21:00,Série A,Rodada da semana 15,sáb,Visitante,V,3,2,Palmeiras,38,,Guilherme Tinga,3-5-2,Wilton Sampaio,Relatório da Partida,,15,6,,0,0,2021,Fortaleza
26,2021-08-15,18:15,Série A,Rodada da semana 16,dom,Em casa,E,1,1,Santos,47,,Guilherme Tinga,3-5-2,André Luiz de Freitas Castro,Relatório da Partida,,13,2,,0,1,2021,Fortaleza
27,2021-08-21,21:00,Série A,Rodada da semana 17,sáb,Visitante,E,1,1,Juventude,45,,Guilherme Tinga,3-4-1-2,Raphael Claus,Relatório da Partida,,16,4,,0,1,2021,Fortaleza
28,2021-08-30,21:30,Série A,Rodada da semana 18,seg,Em casa,E,0,0,Cuiabá,64,,Guilherme Tinga,3-4-1-2,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,19,4,,0,0,2021,Fortaleza
29,2021-09-04,21:00,Série A,Rodada da semana 19,sáb,Visitante,D,2,4,Bahia,59,,Guilherme Tinga,3-4-3,Luiz Flávio de Oliveira,Relatório da Partida,,18,6,,0,0,2021,Fortaleza
30,2021-09-12,16:00,Série A,Rodada da semana 20,dom,Em casa,D,0,2,Atlético Mineiro,49,,Guilherme Tinga,3-4-1-2,Braulio da Silva Machado,Relatório da Partida,,13,4,,0,0,2021,Fortaleza
31,2021-09-19,11:00,Série A,Rodada da semana 21,dom,Visitante,D,0,1,Internacional,41,,Titi,3-4-1-2,Edina Alves Batista,Relatório da Partida,,11,5,,0,0,2021,Fortaleza
32,2021-09-26,18:15,Série A,Rodada da semana 22,dom,Visitante,V,1,0,Sport Recife,43,,Guilherme Tinga,3-4-1-2,Wagner do Nascimento Magalhaes,Relatório da Partida,,15,7,,0,0,2021,Fortaleza
33,2021-10-02,17:00,Série A,Rodada da semana 23,sáb,Em casa,D,0,3,Atl Goianiense,68,,Guilherme Tinga,3-4-1-2,Alisson Sidnei Furtado,Relatório da Partida,,14,4,,0,0,2021,Fortaleza
34,2021-10-06,21:30,Série A,Rodada da semana 24,qua,Visitante,V,2,0,Fluminense,46,4.448,Guilherme Tinga,3-4-3,Paulo Roberto Alves Júnior,Relatório da Partida,,10,4,,0,0,2021,Fortaleza
35,2021-10-09,19:00,Série A,Rodada da semana 25,sáb,Em casa,D,0,3,Flamengo,40,4.052,Guilherme Tinga,5-4-1,Felipe Fernandes de Lima,Relatório da Partida,,6,2,,0,0,2021,Fortaleza
36,2021-10-13,20:30,Série A,Rodada da semana 26,qua,Em casa,V,1,0,Grêmio,48,3.499,Guilherme Tinga,3-4-1-2,Vinicius Gonçalves Dias Araujo,Relatório da Partida,,22,8,,0,0,2021,Fortaleza
37,2021-10-16,19:00,Série A,Rodada da semana 27,sáb,Visitante,V,2,1,Chapecoense,62,1.027,Guilherme Tinga,3-4-1-2,Zandick Gondim Alves Junior,Relatório da Partida,,13,4,,1,1,2021,Fortaleza
38,2021-10-23,19:15,Série A,Rodada da semana 28,sáb,Em casa,V,3,0,Atl Paranaense,54,7.011,Titi,3-4-1-2,Denis Ribeiro Serafim,Relatório da Partida,,16,7,,0,0,2021,Fortaleza
39,2021-10-30,22:00,Série A,Rodada da semana 29,sáb,Visitante,D,1,2,América (MG),55,1.034,Guilherme Tinga,3-4-1-2,Flavio Rodrigues De Souza,Relatório da Partida,,11,7,,0,0,2021,Fortaleza
40,2021-11-06,17:00,Série A,Rodada da semana 30,sáb,Visitante,D,0,1,Corinthians,42,36.059,Guilherme Tinga,3-4-1-2,Ramon Abatti Abel,Relatório da Partida,,9,2,,0,0,2021,Fortaleza
41,2021-11-10,21:30,Série A,Rodada da semana 31,qua,Em casa,E,1,1,São Paulo,41,16.261,Guilherme Tinga,3-4-1-2,Paulo Roberto Alves Júnior,Relatório da Partida,,15,3,,0,0,2021,Fortaleza
42,2021-11-13,19:00,Série A,Rodada da semana 32,sáb,Visitante,D,0,3,Bragantino,55,931.0,Guilherme Tinga,3-4-1-2,Rafael Traci,Relatório da Partida,,13,2,,0,0,2021,Fortaleza
43,2021-11-17,20:00,Série A,Rodada da semana 33,qua,Em casa,D,0,4,Ceará,62,28.037,Guilherme Tinga,3-4-1-2,Raphael Claus,Relatório da Partida,,17,8,,0,0,2021,Fortaleza
44,2021-11-20,19:00,Série A,Rodada da semana 34,sáb,Em casa,V,1,0,Palmeiras,33,18.139,Guilherme Tinga,3-4-1-2,Ramon Abatti Abel,Relatório da Partida,,8,3,,0,0,2021,Fortaleza
45,2021-11-25,19:00,Série A,Rodada da semana 35,qui,Visitante,D,0,2,Santos,45,9.0,Guilherme Tinga,3-4-1-2,Wagner do Nascimento Magalhaes,Relatório da Partida,,11,2,,0,0,2021,Fortaleza
46,2021-12-03,21:00,Série A,Rodada da semana 36,sex,Em casa,V,1,0,Juventude,53,45.398,Guilherme Tinga,3-5-2,Bruno Arleu de Araujo,Relatório da Partida,,15,4,,0,0,2021,Fortaleza
47,2021-12-06,19:00,Série A,Rodada da semana 37,seg,Visitante,D,0,1,Cuiabá,64,15.923,Wellington Paulista,3-4-1-2,Heber Roberto Lopes,Relatório da Partida,,13,3,,0,0,2021,Fortaleza
48,2021-12-09,21:30,Série A,Rodada da semana 38,qui,Em casa,V,2,1,Bahia,52,51.125,Guilherme Tinga,3-4-1-2,Flavio Rodrigues De Souza,Relatório da Partida,,14,6,,2,2,2021,Fortaleza
0,2021-01-13,21:30,Série A,Rodada da semana 29,qua,Em casa,V,5,0,Fluminense,58,,Cássio,4-2-3-1,Rafael Traci,Relatório da Partida,,19,8,,0,0,2021,Corinthians
1,2021-01-18,19:00,Série A,Rodada da semana 28,seg,Visitante,D,0,4,Palmeiras,44,,Cássio,4-2-3-1,Jean Pierre Goncalves Lima,Relatório da Partida,,10,4,,0,0,2021,Corinthians
2,2021-01-21,21:00,Série A,Rodada da semana 31,qui,Em casa,V,3,0,Sport Recife,61,,Cássio,4-2-3-1,Anderson Daronco,Relatório da Partida,,20,12,,0,0,2021,Corinthians
3,2021-01-25,20:00,Série A,Rodada da semana 32,seg,Em casa,D,0,2,Bragantino,59,,Cássio,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,13,5,,0,0,2021,Corinthians
4,2021-01-28,19:00,Série A,Rodada da semana 30,qui,Visitante,D,1,2,Bahia,58,,Cássio,4-2-3-1,Ricardo Marques Ribeiro,Relatório da Partida,,15,5,,0,0,2021,Corinthians
5,2021-02-03,21:30,Série A,Rodada da semana 34,qua,Em casa,V,2,1,Ceará,35,,Cássio,4-2-3-1,Heber Roberto Lopes,Relatório da Partida,,18,7,,1,1,2021,Corinthians
6,2021-02-10,21:30,Série A,Rodada da semana 35,qua,Em casa,E,3,3,Atl Paranaense,45,,Cássio,4-2-3-1,Jean Pierre Goncalves Lima,Relatório da Partida,,18,8,,0,0,2021,Corinthians
7,2021-02-14,16:00,Série A,Rodada da semana 36,dom,Visitante,D,1,2,Flamengo,34,,Cássio,4-2-3-1,Rafael Traci,Relatório da Partida,,11,3,,0,0,2021,Corinthians
8,2021-02-17,19:00,Série A,Rodada da semana 33,qua,Visitante,D,0,1,Santos,54,,Cássio,4-2-3-1,Vinicius Gonçalves Dias Araujo,Relatório da Partida,,11,4,,0,0,2021,Corinthians
9,2021-02-21,16:00,Série A,Rodada da semana 37,dom,Em casa,E,0,0,Vasco da Gama,67,,Cássio,4-2-3-1,Anderson Daronco,Relatório da Partida,,14,4,,0,0,2021,Corinthians
10,2021-02-25,21:30,Série A,Rodada da semana 38,qui,Visitante,E,0,0,Internacional,47,,Cássio,4-2-3-1,Wilton Sampaio,Relatório da Partida,,6,1,,0,0,2021,Corinthians
17,2021-05-30,18:15,Série A,Rodada da semana 1,dom,Em casa,D,0,1,Atl Goianiense,61,,Cássio,4-2-3-1,Felipe Fernandes de Lima,Relatório da Partida,,15,6,,0,1,2021,Corinthians
18,2021-06-06,16:00,Série A,Rodada da semana 2,dom,Visitante,V,1,0,América (MG),44,,Cássio,4-1-4-1,Marcelo de Lima Henrique,Relatório da Partida,,6,4,,1,1,2021,Corinthians
19,2021-06-12,19:00,Série A,Rodada da semana 3,sáb,Visitante,E,1,1,Palmeiras,48,,Cássio,4-1-4-1,Flavio Rodrigues De Souza,Relatório da Partida,,9,4,,0,0,2021,Corinthians
20,2021-06-16,20:30,Série A,Rodada da semana 4,qua,Em casa,D,1,2,Bragantino,42,,Cássio,4-2-3-1,Thiago Luis Scarascati,Relatório da Partida,,5,2,,0,0,2021,Corinthians
21,2021-06-20,16:00,Série A,Rodada da semana 5,dom,Visitante,E,0,0,Bahia,48,,Cássio,4-1-4-1,Bruno Arleu de Araujo,Relatório da Partida,,10,3,,0,0,2021,Corinthians
22,2021-06-24,19:00,Série A,Rodada da semana 6,qui,Em casa,V,2,1,Sport Recife,50,,Cássio,4-3-3,Paulo Roberto Alves Júnior,Relatório da Partida,,16,3,,0,0,2021,Corinthians
23,2021-06-27,16:00,Série A,Rodada da semana 7,dom,Visitante,E,1,1,Fluminense,54,,Cássio,4-2-3-1,Savio Pereira,Relatório da Partida,,10,4,,1,1,2021,Corinthians
24,2021-06-30,21:30,Série A,Rodada da semana 8,qua,Em casa,E,0,0,São Paulo,42,,Cássio,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,10,3,,0,0,2021,Corinthians
25,2021-07-03,21:00,Série A,Rodada da semana 9,sáb,Em casa,E,1,1,Internacional,57,,Cássio,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,20,9,,0,0,2021,Corinthians
26,2021-07-08,21:00,Série A,Rodada da semana 10,qui,Visitante,V,1,0,Chapecoense,58,,Cássio,4-2-3-1,Ricardo Marques Ribeiro,Relatório da Partida,,12,5,,0,0,2021,Corinthians
27,2021-07-11,20:30,Série A,Rodada da semana 11,dom,Visitante,D,0,1,Fortaleza,56,,Cássio,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,,7,1,,0,0,2021,Corinthians
28,2021-07-17,19:00,Série A,Rodada da semana 12,sáb,Em casa,D,1,2,Atlético Mineiro,38,,Cássio,4-3-3,Jean Pierre Goncalves Lima,Relatório da Partida,,12,2,,0,0,2021,Corinthians
29,2021-07-26,19:00,Série A,Rodada da semana 13,seg,Visitante,V,2,1,Cuiabá,48,,Cássio,4-3-3,Ramon Abatti Abel,Relatório da Partida,,4,2,,0,0,2021,Corinthians
30,2021-08-01,16:00,Série A,Rodada da semana 14,dom,Em casa,D,1,3,Flamengo,35,,Cássio,4-1-4-1,Leandro Pedro Vuaden,Relatório da Partida,,9,3,,0,0,2021,Corinthians
31,2021-08-08,16:00,Série A,Rodada da semana 15,dom,Visitante,E,0,0,Santos,43,,Cássio,4-1-4-1,Flavio Rodrigues De Souza,Relatório da Partida,,9,5,,0,0,2021,Corinthians
32,2021-08-15,16:00,Série A,Rodada da semana 16,dom,Em casa,V,3,1,Ceará,61,,Cássio,4-3-3,Rodolpho Toski Marques,Relatório da Partida,,7,3,,0,0,2021,Corinthians
33,2021-08-22,16:00,Série A,Rodada da semana 17,dom,Visitante,V,1,0,Atl Paranaense,56,,Cássio,4-2-3-1,Wilton Sampaio,Relatório da Partida,,8,2,,0,0,2021,Corinthians
34,2021-08-28,21:00,Série A,Rodada da semana 18,sáb,Visitante,V,1,0,Grêmio,55,,Cássio,4-5-1,Ricardo Marques Ribeiro,Relatório da Partida,,6,1,,0,0,2021,Corinthians
35,2021-09-07,21:30,Série A,Rodada da semana 19,ter,Em casa,E,1,1,Juventude,59,,Cássio,4-5-1,Ramon Abatti Abel,Relatório da Partida,,11,2,,0,0,2021,Corinthians
36,2021-09-12,18:15,Série A,Rodada da semana 20,dom,Visitante,E,1,1,Atl Goianiense,49,,Cássio,4-5-1,Antonio Dib Moraes de Sousa,Relatório da Partida,,8,2,,0,0,2021,Corinthians
37,2021-09-19,18:15,Série A,Rodada da semana 21,dom,Em casa,E,1,1,América (MG),65,,Cássio,4-3-3,Savio Pereira,Relatório da Partida,,15,8,,0,0,2021,Corinthians
38,2021-09-25,19:00,Série A,Rodada da semana 22,sáb,Em casa,V,2,1,Palmeiras,49,,Cássio,4-3-3,Raphael Claus,Relatório da Partida,,8,3,,0,0,2021,Corinthians
39,2021-10-02,19:00,Série A,Rodada da semana 23,sáb,Visitante,E,2,2,Bragantino,62,,Cássio,4-1-4-1,Flavio Rodrigues De Souza,Relatório da Partida,,11,7,,0,0,2021,Corinthians
40,2021-10-05,21:30,Série A,Rodada da semana 24,ter,Em casa,V,3,1,Bahia,71,10.47,Cássio,4-1-4-1,Denis Ribeiro Serafim,Relatório da Partida,,21,11,,1,1,2021,Corinthians
41,2021-10-09,16:30,Série A,Rodada da semana 25,sáb,Visitante,D,0,1,Sport Recife,66,2.697,Cássio,4-1-4-1,Savio Pereira,Relatório da Partida,,9,3,,0,0,2021,Corinthians
42,2021-10-13,21:00,Série A,Rodada da semana 26,qua,Em casa,V,1,0,Fluminense,53,11.892,Cássio,4-1-4-1,Marielson Alves Silva,Relatório da Partida,,8,1,,0,0,2021,Corinthians
43,2021-10-18,20:00,Série A,Rodada da semana 27,seg,Visitante,D,0,1,São Paulo,54,23.874,Cássio,4-1-4-1,Leandro Pedro Vuaden,Relatório da Partida,,10,2,,0,0,2021,Corinthians
44,2021-10-24,16:00,Série A,Rodada da semana 28,dom,Visitante,E,2,2,Internacional,51,11.437,Cássio,4-3-3,Bruno Arleu de Araujo,Relatório da Partida,,13,2,,1,1,2021,Corinthians
45,2021-11-01,21:30,Série A,Rodada da semana 29,seg,Em casa,V,1,0,Chapecoense,79,39.897,Gil,4-3-3,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,18,5,,0,0,2021,Corinthians
46,2021-11-06,17:00,Série A,Rodada da semana 30,sáb,Em casa,V,1,0,Fortaleza,58,36.059,Cássio,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,14,6,,0,0,2021,Corinthians
47,2021-11-10,19:00,Série A,Rodada da semana 31,qua,Visitante,D,0,3,Atlético Mineiro,53,58.714,Cássio,4-1-4-1,Braulio da Silva Machado,Relatório da Partida,,7,0,,0,0,2021,Corinthians
48,2021-11-13,21:00,Série A,Rodada da semana 32,sáb,Em casa,V,3,2,Cuiabá,54,38.474,Cássio,4-5-1,Rodolpho Toski Marques,Relatório da Partida,,13,5,,0,0,2021,Corinthians
49,2021-11-17,21:30,Série A,Rodada da semana 33,qua,Visitante,D,0,1,Flamengo,43,49.897,Cássio,4-3-3,Anderson Daronco,Relatório da Partida,,6,1,,0,0,2021,Corinthians
50,2021-11-21,16:00,Série A,Rodada da semana 34,dom,Em casa,V,2,0,Santos,64,43.381,Cássio,4-3-3,Leandro Pedro Vuaden,Relatório da Partida,,23,11,,0,0,2021,Corinthians
51,2021-11-25,20:00,Série A,Rodada da semana 35,qui,Visitante,D,1,2,Ceará,63,35.693,Cássio,4-2-3-1,Paulo Roberto Alves Júnior,Relatório da Partida,,15,6,,0,0,2021,Corinthians
52,2021-11-28,16:00,Série A,Rodada da semana 36,dom,Em casa,V,1,0,Atl Paranaense,66,37.309,Cássio,4-3-3,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,16,5,,1,1,2021,Corinthians
53,2021-12-05,16:00,Série A,Rodada da semana 37,dom,Em casa,E,1,1,Grêmio,71,44.187,Cássio,4-1-4-1,Bruno Arleu de Araujo,Relatório da Partida,,11,3,,0,0,2021,Corinthians
54,2021-12-09,21:30,Série A,Rodada da semana 38,qui,Visitante,D,0,1,Juventude,55,17.056,Cássio,4-3-3,Rodolpho Toski Marques,Relatório da Partida,,1,1,,0,0,2021,Corinthians
0,2021-01-06,21:30,Série A,Rodada da semana 28,qua,Em casa,V,4,2,São Paulo,48,,Claudinho,4-1-4-1,Luiz Flávio de Oliveira,Relatório da Partida,,23,10,,0,0,2021,Bragantino
1,2021-01-11,20:00,Série A,Rodada da semana 29,seg,Em casa,E,2,2,Atlético Mineiro,44,,Claudinho,4-3-3,Caio Max Augusto Vieira,Relatório da Partida,,11,4,,0,0,2021,Bragantino
2,2021-01-17,20:30,Série A,Rodada da semana 30,dom,Visitante,V,2,1,Ceará,63,,Claudinho,4-3-3,Marcelo de Lima Henrique,Relatório da Partida,,15,7,,2,2,2021,Bragantino
3,2021-01-20,21:30,Série A,Rodada da semana 31,qua,Em casa,V,4,1,Vasco da Gama,53,,Claudinho,4-3-3,Leandro Pedro Vuaden,Relatório da Partida,,20,9,,0,0,2021,Bragantino
4,2021-01-25,20:00,Série A,Rodada da semana 32,seg,Visitante,V,2,0,Corinthians,41,,Leo Ortiz,4-4-2,Bruno Arleu de Araujo,Relatório da Partida,,13,5,,0,0,2021,Bragantino
5,2021-01-31,18:15,Série A,Rodada da semana 33,dom,Visitante,D,1,2,Internacional,64,,Claudinho,4-3-3,Savio Pereira,Relatório da Partida,,16,7,,0,0,2021,Bragantino
6,2021-02-03,19:15,Série A,Rodada da semana 34,qua,Em casa,V,2,0,Atl Goianiense,52,,Claudinho,4-4-2,Paulo Roberto Alves Júnior,Relatório da Partida,,20,10,,1,1,2021,Bragantino
7,2021-02-07,20:30,Série A,Rodada da semana 35,dom,Em casa,E,1,1,Flamengo,47,,Claudinho,4-3-3,Wilton Sampaio,Relatório da Partida,,12,5,,0,0,2021,Bragantino
8,2021-02-15,20:00,Série A,Rodada da semana 36,seg,Visitante,E,0,0,Sport Recife,69,,Claudinho,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,22,6,,0,0,2021,Bragantino
9,2021-02-21,20:30,Série A,Rodada da semana 37,dom,Visitante,E,0,0,Goiás,57,,Claudinho,4-3-3,Jean Pierre Goncalves Lima,Relatório da Partida,,14,5,,0,0,2021,Bragantino
10,2021-02-25,21:30,Série A,Rodada da semana 38,qui,Em casa,V,1,0,Grêmio,56,,Claudinho,4-3-3,Ramon Abatti Abel,Relatório da Partida,,19,6,,0,0,2021,Bragantino
